gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,risk_churn_percent,risk_quartile
Female,0,1,1,6,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),55.9,365.35,12.016310633238472,Q2
Male,0,1,1,69,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,1,Electronic check,99.35,6856.45,12.016166746396518,Q2
Male,0,0,0,18,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,69.5,1199.4,12.01225384726127,Q2
Male,0,1,1,26,1,No,Fiber optic,No,No,No,No,No,Yes,One year,0,Bank transfer (automatic),78.95,2034.25,11.989615555409513,Q2
Male,1,1,0,57,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,90.65,5199.8,11.98312429095827,Q2
Female,0,1,1,55,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,0,Mailed check,100.9,5448.6,11.97177966880814,Q2
Female,0,1,0,51,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.15,3649.6,11.963834765400644,Q2
Female,0,1,1,24,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,55.15,1319.85,11.961104691121394,Q2
Female,0,0,0,8,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.25,447.75,11.958347385464325,Q2
Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,44.2,11.953479066463954,Q2
Female,0,1,0,46,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,45.55,2062.15,11.922920735486278,Q2
Male,0,1,0,30,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.0,1474.9,11.90483821536137,Q2
Male,0,1,1,44,1,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,61.9,2924.05,11.890157330687375,Q2
Male,0,1,1,48,1,No,DSL,No,Yes,Yes,No,No,No,One year,1,Credit card (automatic),55.8,2651.2,11.88838606366351,Q2
Male,0,1,1,24,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,54.75,1338.15,11.86082897565786,Q2
Male,0,1,1,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.45,674.55,11.82989846515939,Q2
Female,0,0,0,61,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.2,5500.6,11.821823542950696,Q2
Male,0,1,0,70,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),74.8,5315.8,11.81944130286726,Q2
Male,0,1,0,63,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,102.6,6296.75,11.78795224039793,Q2
Female,0,1,1,58,1,No,DSL,No,No,No,No,No,No,One year,1,Mailed check,44.1,2413.05,11.762292968281924,Q2
Female,0,0,0,30,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Credit card (automatic),74.65,2308.6,11.761383712805102,Q2
Female,0,1,1,50,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),80.05,4042.2,11.758654035535757,Q2
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.3,19.3,11.740089861969869,Q2
Male,0,0,0,35,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,89.2,3251.3,11.710077308786989,Q2
Male,0,1,1,21,1,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),75.9,1549.75,11.674775840786419,Q2
Male,0,1,1,71,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,97.2,6910.3,11.673296955385501,Q2
Male,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,38.0,11.670943122428186,Q2
Male,0,1,1,50,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),54.9,2614.1,11.669393631489804,Q2
Male,0,1,1,47,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Electronic check,96.1,4391.45,11.659840686942232,Q2
Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.9,323.15,11.657782132044998,Q2
Female,0,0,1,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,25.1,1070.15,11.641696815805117,Q2
Female,0,1,1,66,1,Yes,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),74.25,4859.25,11.62938486235076,Q2
Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,38.7,11.628666319888856,Q2
Male,0,1,1,61,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,106.0,6547.7,11.621700576971653,Q2
Male,0,1,1,61,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),98.45,6145.2,11.616713593929969,Q2
Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,42.45,11.615354278264048,Q2
Female,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.1,43.15,11.615354111723475,Q2
Male,0,1,0,67,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),70.9,4677.1,11.614974268064477,Q2
Female,0,0,0,23,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,73.75,1756.6,11.607362688364846,Q2
Male,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.6,356.15,11.5939605571262,Q2
Male,1,0,0,50,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),70.35,3454.6,11.57326799162242,Q2
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,18.85,18.85,11.564220210204255,Q2
Female,0,0,0,37,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),91.2,3382.3,11.490398156684616,Q2
Male,0,1,1,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.55,1336.1,11.485572483407939,Q2
Male,1,1,1,71,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),72.9,5139.65,11.473249305023428,Q2
Male,1,1,1,20,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),94.3,1818.3,11.46145537921847,Q2
Male,0,0,0,31,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),72.45,2156.25,11.456162766141748,Q2
Female,0,0,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),108.25,6780.1,11.43185579123071,Q2
Female,0,1,0,68,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),89.95,5974.3,11.430725104245345,Q2
Female,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),18.9,347.65,11.40988300495919,Q2
Male,0,1,1,53,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.85,3827.9,11.40936794542652,Q2
Male,0,1,1,53,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,78.75,3942.45,11.401343140312933,Q2
Male,0,1,0,14,1,No,DSL,No,No,No,No,No,No,One year,0,Electronic check,44.6,641.25,11.400020012288799,Q2
Male,0,1,1,51,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,59.3,3014.65,11.379303941030269,Q2
Female,0,1,1,49,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Mailed check,100.45,4941.8,11.372002256846962,Q2
Male,1,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),97.25,7133.1,11.36652914505431,Q2
Male,0,1,0,52,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.35,3169.55,11.361090711459077,Q2
Female,0,1,1,67,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),74.0,4868.4,11.356185535514244,Q2
Male,0,0,0,25,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),81.75,2028.8,11.354801065119329,Q2
Male,0,1,1,67,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),69.35,4653.25,11.351101888957631,Q2
Male,0,1,1,49,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),59.6,2970.3,11.34789585350757,Q2
Male,0,1,1,17,0,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,0,Credit card (automatic),44.45,792.15,11.344346192785908,Q2
Female,0,1,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,184.4,11.339759114986867,Q2
Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,38.15,11.333060997783436,Q2
Male,0,1,0,60,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.45,6572.85,11.330300667653196,Q2
Female,1,1,0,61,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),94.2,5895.45,11.290185475094301,Q2
Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.55,61.05,11.289547972589368,Q2
Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.7,94.45,11.288926727944093,Q2
Male,0,1,1,67,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,111.3,7482.1,11.282490110184625,Q2
Female,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,1,Electronic check,92.05,5755.8,11.280211867073236,Q2
Male,0,0,0,35,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,96.75,3403.4,11.2674307432957,Q2
Male,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,1153.25,11.266107949891158,Q2
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.3,19.3,11.25982476997578,Q2
Male,0,1,1,64,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),93.4,5822.3,11.25174965051917,Q2
Male,0,1,1,42,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),69.4,3058.3,11.247241432208712,Q2
Female,0,1,1,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),67.45,4508.65,11.235040063663755,Q2
Female,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,140.95,11.233222691363517,Q2
Female,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.45,147.55,11.214799325196948,Q2
Female,0,0,0,26,1,No,DSL,No,Yes,Yes,No,No,No,One year,1,Mailed check,56.05,1553.2,11.174173632026669,Q2
Female,0,1,1,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.35,683.75,11.16461043480567,Q2
Male,0,0,0,24,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,1,Mailed check,50.6,1288.75,11.163517967953245,Q2
Male,0,0,0,32,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,3432.9,11.16035076000863,Q2
Female,0,0,0,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,23.9,97.5,11.158700981340633,Q2
Female,0,0,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),113.65,7939.25,11.155318948076768,Q2
Male,0,1,0,67,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,111.05,7321.05,11.155050739200744,Q2
Male,0,1,1,68,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Bank transfer (automatic),85.5,5696.6,11.154963602448154,Q2
Female,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.7,395.6,11.122286762440481,Q2
Male,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.65,351.55,11.09065382401437,Q2
Male,0,0,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,1124.2,11.079685695626972,Q2
Male,0,1,1,63,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),80.3,4896.35,11.070544206619868,Q2
Female,0,1,1,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.75,418.25,11.063367741976101,Q2
Male,0,1,1,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.7,7849.85,11.05957138659348,Q2
Female,0,0,1,41,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),45.2,1841.9,11.05286329654415,Q2
Female,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.8,6640.7,11.038164139386431,Q2
Female,1,1,0,70,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),75.65,5411.4,11.023264666752222,Q2
Male,0,1,0,64,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,73.55,4764.0,11.013693123186542,Q2
Male,0,0,0,39,1,Yes,DSL,No,No,No,Yes,No,No,Two year,1,Credit card (automatic),53.85,2200.7,11.005749530413977,Q2
Male,0,0,0,39,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),48.95,1880.85,10.9870312236477,Q2
Female,0,0,0,52,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Mailed check,80.2,4297.6,10.986961484969234,Q2
Male,1,1,0,8,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),64.4,581.7,10.985096757421035,Q2
Male,1,1,0,49,1,No,DSL,No,Yes,No,No,No,No,Two year,0,Mailed check,49.8,2398.4,10.98482981228786,Q2
Male,0,1,1,54,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.05,1230.9,10.97828332174032,Q2
Male,0,0,0,44,1,No,DSL,Yes,No,No,Yes,Yes,No,One year,0,Electronic check,65.4,2774.55,10.96428242979399,Q2
Male,0,1,0,53,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,60.45,3184.25,10.960370613733321,Q2
Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,21.2,52.05,10.951322803931573,Q2
Male,0,0,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),102.1,7149.35,10.948465295679899,Q2
Male,0,1,1,58,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,1,Credit card (automatic),94.7,5430.35,10.94799672666393,Q2
Female,0,0,0,44,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,2139.1,10.932314755560453,Q2
Male,0,0,1,41,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,111.15,4507.15,10.92202530795545,Q2
Female,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),90.55,6130.95,10.915229809440211,Q2
Male,0,0,0,35,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Mailed check,61.2,2021.2,10.91259021901291,Q2
Male,0,0,0,37,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Electronic check,67.45,2443.3,10.90627178860419,Q2
Female,0,0,0,39,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Electronic check,80.45,3201.55,10.90286194920728,Q2
Female,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.85,450.65,10.894888775076472,Q2
Male,0,1,0,64,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,108.5,6880.85,10.887078182908198,Q2
Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,18.8,10.864121926976122,Q2
Male,0,0,0,60,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,61.4,3638.25,10.858651953002,Q2
Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,353.65,10.850425147189235,Q2
Male,0,1,1,22,1,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),67.5,1544.05,10.83844782832614,Q2
Female,1,0,0,65,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),53.5,3517.9,10.833305040409961,Q2
Male,0,0,0,31,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,55.25,1715.65,10.82569553534042,Q2
Female,1,1,1,61,1,Yes,DSL,No,No,Yes,No,Yes,No,One year,1,Electronic check,65.2,3965.05,10.819724143554224,Q2
Male,0,0,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1334.5,10.810928456139699,Q2
Female,0,0,0,56,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),60.25,3282.75,10.808140204356134,Q2
Male,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,218.55,10.782928951613773,Q2
Male,1,0,0,67,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,105.05,7171.7,10.780176369722646,Q2
Female,1,1,0,34,1,No,DSL,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),64.2,2106.3,10.775395457646315,Q2
Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.55,187.35,10.773426892547832,Q2
Female,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.35,601.6,10.771199952393415,Q2
Male,0,0,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,190.25,10.766341269331408,Q2
Female,0,0,0,68,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),110.25,7279.35,10.763398503023023,Q2
Male,0,1,1,60,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),79.05,4663.4,10.760821712508568,Q2
Female,0,0,0,28,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,10.747227526501602,Q2
Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,61.05,10.741983788401676,Q2
Male,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),66.25,2907.35,10.739109599312238,Q2
Female,0,1,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.5,146.3,10.735269467208397,Q2
Female,0,1,0,56,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),103.2,5744.35,10.728973073190366,Q2
Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.05,337.9,10.728955768973414,Q2
Female,0,0,0,36,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Electronic check,55.8,1941.5,10.72645979807246,Q2
Female,1,0,0,46,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Bank transfer (automatic),91.3,4126.35,10.713719581978564,Q2
Male,0,1,0,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),112.55,7806.5,10.703876986736564,Q2
Male,0,1,0,64,1,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,1,Mailed check,70.15,4480.7,10.700554052935466,Q2
Female,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,407.05,10.688757018731936,Q2
Male,0,0,0,26,1,Yes,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,61.55,1581.95,10.676285414916611,Q2
Female,0,0,0,48,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),25.05,1171.5,10.660744535433556,Q2
Male,0,0,0,31,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,0,Credit card (automatic),81.7,2548.65,10.658937182992737,Q2
Female,0,0,0,12,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,60.65,743.3,10.656269114159834,Q2
Female,0,0,0,24,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),56.35,1381.2,10.647509368291168,Q2
Male,0,1,1,62,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,1,Credit card (automatic),94.95,5791.85,10.64604251619589,Q2
Female,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.6,605.25,10.632882993023788,Q2
Female,0,1,1,30,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),51.2,1561.5,10.631259570785582,Q2
Female,0,0,1,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.55,57.4,10.625468198722277,Q2
Female,0,1,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.25,375.25,10.623639840625547,Q2
Male,0,1,1,70,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),98.3,6859.5,10.623015057596193,Q2
Male,0,1,0,43,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),84.25,3539.25,10.61400412661973,Q2
Female,0,0,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1049.6,10.613785176412097,Q2
Male,0,0,1,29,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,45.0,1242.45,10.612480988878358,Q2
Male,0,1,0,42,1,Yes,DSL,Yes,No,No,No,No,No,One year,0,Credit card (automatic),56.1,2386.85,10.611639755032602,Q2
Female,0,0,0,34,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Mailed check,64.4,2088.75,10.60052538980656,Q2
Male,0,0,0,50,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,35.0,1782.4,10.595473569421307,Q2
Female,0,0,0,64,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.5,7069.25,10.592739869218185,Q2
Female,0,0,0,55,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),84.25,4589.85,10.590706457211407,Q2
Female,0,0,0,28,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Electronic check,59.9,1654.7,10.585283356078525,Q2
Female,0,0,0,25,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,54.2,1423.15,10.578687073334658,Q2
Female,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,400.3,10.575606001938716,Q2
Male,0,0,0,29,1,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,0,Credit card (automatic),70.9,1964.6,10.574644375163093,Q2
Male,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.45,250.8,10.56936268967235,Q2
Male,0,0,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,1050.5,10.561078206182636,Q2
Female,0,0,1,21,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,0,Mailed check,64.85,1336.8,10.560573363158673,Q2
Female,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.15,8250.0,10.550377440565995,Q2
Female,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,144.15,10.541471363031176,Q2
Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.4,20.4,10.538808551241338,Q2
Female,0,1,0,64,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),99.0,6375.8,10.530152688979777,Q2
Male,0,1,0,55,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,58.6,3068.6,10.521572611585938,Q2
Male,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,0,Electronic check,102.0,6529.25,10.512486981668165,Q2
Male,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.85,473.9,10.510958543967,Q2
Female,0,1,0,26,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),35.4,978.6,10.503178301970939,Q2
Female,0,0,0,67,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),53.4,3579.15,10.501603767662171,Q2
