gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,risk_churn_percent,risk_quartile
Male,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,278.85,9.725723939201433,Q1
Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.7,1032.05,9.724131628924432,Q1
Female,1,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,111.65,7943.45,9.718593387388347,Q1
Female,0,1,0,8,1,No,DSL,Yes,No,No,Yes,No,Yes,Two year,0,Mailed check,65.5,564.35,9.717766203525201,Q1
Female,0,1,0,69,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),61.45,4131.2,9.710488866897544,Q1
Male,0,1,1,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),57.55,3046.4,9.710094822102407,Q1
Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,115.5,8425.15,9.708284247091306,Q1
Male,0,1,1,72,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),105.5,7611.55,9.708270764362972,Q1
Male,0,0,0,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.1,1725.0,9.707514506354531,Q1
Male,0,1,1,62,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,86.1,5215.25,9.706786859851887,Q1
Male,0,1,1,72,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),66.5,4811.6,9.703472226119867,Q1
Male,0,1,1,43,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.15,3566.6,9.703075153751119,Q1
Female,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,451.55,9.702813558060921,Q1
Male,0,1,1,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.4,1090.6,9.701307828222843,Q1
Female,0,0,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.45,775.6,9.70006735828717,Q1
Male,1,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.8,587.7,9.695427128459736,Q1
Male,0,0,0,52,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),63.9,3334.95,9.694277510007133,Q1
Male,0,1,1,69,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),81.95,5601.4,9.693955536713059,Q1
Female,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.05,761.85,9.693197400120537,Q1
Female,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,749.35,9.69295648330496,Q1
Female,0,1,1,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),75.55,4707.85,9.691661184555603,Q1
Female,0,1,1,66,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),58.2,3810.8,9.687542417168945,Q1
Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,358.15,9.686885411546056,Q1
Male,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,226.8,9.686868006491864,Q1
Female,0,1,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.0,1584.8,9.68653402080635,Q1
Male,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.3,467.15,9.686489229738434,Q1
Female,1,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),107.4,7748.75,9.686478479682318,Q1
Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),88.0,5986.45,9.68602651225491,Q1
Male,0,0,0,60,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,79.0,4801.1,9.686000887369518,Q1
Female,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.1,1143.8,9.684908769007269,Q1
Female,0,1,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,1335.2,9.68482754548558,Q1
Female,0,0,1,48,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Mailed check,95.5,4627.85,9.68379362519781,Q1
Female,1,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,967.9,9.683183610282194,Q1
Female,0,1,0,64,1,Yes,DSL,No,No,Yes,Yes,No,No,One year,0,Bank transfer (automatic),58.35,3756.45,9.681687879401853,Q1
Male,0,1,1,72,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),75.4,5480.25,9.676412628213996,Q1
Male,1,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.75,8399.15,9.675551307862237,Q1
Female,0,1,1,59,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),75.95,4542.35,9.675248114569,Q1
Male,0,0,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.4,1429.65,9.675222184430647,Q1
Female,0,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.15,7881.2,9.674437603521035,Q1
Male,0,1,1,67,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),81.35,5398.6,9.673865892946885,Q1
Female,0,0,1,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.25,865.0,9.672878067230291,Q1
Male,0,0,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,38.25,1755.35,9.672769623344685,Q1
Male,0,1,1,50,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.5,3486.65,9.672343217568187,Q1
Male,0,0,0,69,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),81.5,5553.25,9.672290101112043,Q1
Male,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Bank transfer (automatic),68.8,4111.35,9.671371585410284,Q1
Male,0,0,0,49,1,Yes,DSL,No,No,No,Yes,Yes,No,Two year,1,Bank transfer (automatic),66.15,3199.0,9.6704516416876,Q1
Female,0,1,1,72,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),71.45,5025.85,9.668960156162143,Q1
Female,0,1,1,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.9,1595.5,9.668193246251485,Q1
Female,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1375.4,9.666691448431045,Q1
Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,114.9,8496.7,9.666186600922991,Q1
Male,0,1,1,29,1,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,0,Bank transfer (automatic),69.05,1958.45,9.665575596642608,Q1
Female,0,1,0,63,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,1,Credit card (automatic),81.2,4965.1,9.664782866368105,Q1
Male,0,0,0,50,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,35.4,1748.9,9.6636589083854,Q1
Female,0,0,0,28,1,Yes,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,59.0,1654.45,9.661715477332443,Q1
Female,0,0,1,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.45,921.3,9.659947840866824,Q1
Female,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.65,1057.0,9.659474217152413,Q1
Female,0,1,0,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,1225.65,9.658503807584154,Q1
Female,0,1,1,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,520.1,9.657004804831907,Q1
Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),115.5,8312.75,9.653764498999964,Q1
Female,0,0,1,21,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,53.15,1183.2,9.652431725030066,Q1
Male,0,1,1,23,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,0,Mailed check,59.7,1414.2,9.652388443455017,Q1
Female,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.2,746.05,9.65054480009929,Q1
Male,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,1042.65,9.650438956575403,Q1
Female,0,0,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,498.1,9.650408903659375,Q1
Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.2,1445.2,9.64979740204995,Q1
Female,0,1,1,54,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),69.95,3871.85,9.64891249783383,Q1
Male,0,1,1,63,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),39.35,2395.05,9.648767182973003,Q1
Female,0,0,0,50,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,79.6,4024.2,9.647880560385454,Q1
Female,0,1,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.65,1416.75,9.647301269338572,Q1
Female,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,326.65,9.64685837971904,Q1
Female,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),52.85,1498.65,9.64621318080647,Q1
Female,0,1,1,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.95,1028.75,9.645075172328834,Q1
Male,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,525.55,9.644303876647967,Q1
Male,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.1,562.6,9.644094450193426,Q1
Male,0,0,0,69,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.05,4176.7,9.643600390881652,Q1
Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),114.45,8375.05,9.643338092517135,Q1
Female,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,403.15,9.642683281545066,Q1
Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),100.55,7325.1,9.641766699638262,Q1
Male,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.4,231.45,9.64107007281277,Q1
Male,0,1,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,666.75,9.641030967334146,Q1
Male,0,1,0,51,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),83.25,4089.45,9.640552924302163,Q1
Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),101.3,7261.25,9.640289697877291,Q1
Male,0,0,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.85,467.5,9.638284715549105,Q1
Female,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,678.2,9.637237529633712,Q1
Male,0,1,0,61,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),80.8,4860.85,9.636509143296692,Q1
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.05,8468.2,9.636400959296271,Q1
Male,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,258.35,9.636205936631358,Q1
Female,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.85,8317.95,9.633735455288958,Q1
Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),99.9,7251.7,9.63240941618049,Q1
Male,1,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.95,8196.4,9.632303712600915,Q1
Male,0,1,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,294.95,9.63148609141845,Q1
Male,0,0,0,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,876.15,9.631312313199079,Q1
Male,0,1,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,20.25,835.5,9.631251541418992,Q1
Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.05,923.1,9.63062490682244,Q1
Male,0,0,0,53,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),73.9,3958.25,9.630327576354071,Q1
Female,0,1,1,71,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.05,4492.9,9.63000598432731,Q1
Male,0,0,0,57,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),74.35,4317.35,9.629328156468343,Q1
Male,0,1,1,68,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),62.65,4375.8,9.629293862580294,Q1
Female,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,890.5,9.62849802671863,Q1
Male,0,1,0,71,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,82.55,5832.65,9.628438497432343,Q1
Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,1551.6,9.627185452589702,Q1
Female,0,1,0,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.3,1554.9,9.626850976071333,Q1
Male,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),80.4,5727.15,9.625211350998878,Q1
Male,0,1,1,53,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,0,Bank transfer (automatic),69.7,3686.05,9.624795480219442,Q1
Male,0,0,1,66,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),65.7,4378.9,9.624346434031697,Q1
Male,0,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.25,,9.624318350591082,Q1
Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.45,900.9,9.623374609107277,Q1
Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,270.2,9.623053912188926,Q1
Female,0,1,1,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.55,1070.25,9.622651964484866,Q1
Male,0,1,0,33,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.05,2018.4,9.622578575467825,Q1
Male,0,0,1,23,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,40.1,857.75,9.622345356885647,Q1
Female,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.15,998.1,9.622136558800126,Q1
Male,0,1,1,69,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Mailed check,92.15,6480.9,9.62089158576773,Q1
Female,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.55,6239.05,9.620041078463974,Q1
Female,0,1,1,58,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1191.4,9.618631461082238,Q1
Male,0,1,1,60,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),65.85,3928.3,9.618310217212555,Q1
Male,0,1,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,1629.2,9.616853797350641,Q1
Male,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.4,1226.45,9.616770512403667,Q1
Male,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,390.4,9.616253898730635,Q1
Male,0,0,0,56,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),81.8,4534.45,9.615617055500438,Q1
Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,373.5,9.615031516975272,Q1
Male,0,0,0,45,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.4,930.45,9.614117606713283,Q1
Male,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,655.3,9.613815952979122,Q1
Female,0,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,804.85,9.613302398766985,Q1
Male,0,1,1,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.25,1424.6,9.61325451692174,Q1
Female,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.65,958.1,9.612407128064003,Q1
Female,0,1,0,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.4,1417.9,9.612186173267299,Q1
Female,0,0,0,62,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),84.5,5193.2,9.611957854941739,Q1
Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.1,8086.4,9.61191430062535,Q1
Male,0,0,1,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,106.9,9.611065683064805,Q1
Male,0,0,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.9,1022.6,9.610974859995256,Q1
Male,0,1,1,10,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),53.7,521.0,9.610807979147452,Q1
Female,0,1,0,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),26.0,2006.95,9.610726234312233,Q1
Male,0,1,0,46,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,65.65,3047.15,9.609786323227395,Q1
Male,0,0,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.85,535.05,9.609238204814682,Q1
Female,0,1,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.55,583.3,9.609030537759487,Q1
Female,0,0,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.55,470.2,9.608779385991376,Q1
Male,1,1,0,71,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),95.5,6707.15,9.60866596569833,Q1
Female,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1326.35,9.607165929377603,Q1
Male,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,483.15,9.60652617666147,Q1
Female,1,1,0,71,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,0,Credit card (automatic),89.45,6435.25,9.605818175555237,Q1
Female,0,1,1,49,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Credit card (automatic),35.8,1782.0,9.605636271580469,Q1
Male,0,1,1,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.55,1205.05,9.605373994613196,Q1
Female,0,1,1,51,0,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),34.2,1782.0,9.604692816810841,Q1
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),107.7,7919.8,9.604604655900822,Q1
Male,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,695.85,9.604371507352957,Q1
Male,0,1,1,56,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),75.85,4261.2,9.604308943569908,Q1
Female,0,0,0,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.2,1618.2,9.603375267964305,Q1
Male,0,1,1,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.6,926.0,9.602461464292858,Q1
Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.85,1901.0,9.601866288075154,Q1
Male,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.55,839.4,9.601494458196882,Q1
Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),70.45,5165.7,9.60082483676619,Q1
Female,0,1,1,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,817.95,9.599914092736222,Q1
Male,0,0,0,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,1697.7,9.59984801364287,Q1
Male,0,0,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.4,905.55,9.599519478422964,Q1
Female,0,0,0,70,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Mailed check,84.7,5991.05,9.598943913814095,Q1
Male,0,0,0,71,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),53.95,3888.65,9.598666883601584,Q1
Male,1,0,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,1789.9,9.598511924222366,Q1
Male,0,1,1,69,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),80.65,5542.55,9.597871737439286,Q1
Male,0,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.8,1311.3,9.597639468807746,Q1
Female,0,1,1,68,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.3,4109.0,9.597630051363362,Q1
Male,1,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),77.35,5396.25,9.597183216203453,Q1
Male,0,1,1,33,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),82.1,2603.1,9.596527800337167,Q1
Male,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.35,1847.55,9.595874364087686,Q1
Female,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1016.7,9.5958645591507,Q1
Male,0,1,1,46,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,81.0,3846.35,9.59582402797636,Q1
Female,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1888.25,9.595755326949206,Q1
Female,0,1,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,452.55,9.594956905579387,Q1
Female,0,1,1,61,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,88.1,5526.75,9.594042103606347,Q1
Male,0,1,1,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.5,4144.8,9.593522029452421,Q1
Female,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,883.35,9.592028217729784,Q1
Male,1,1,0,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),84.1,5981.65,9.592021897455986,Q1
Female,0,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.6,827.3,9.59077715855932,Q1
Female,1,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),92.45,6440.25,9.590562089313273,Q1
